Timestamp,SSID,BSSID,RSSI,indice_agrupamento,nome_arquivo
2023-12-14 16:14:27,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-90,1,coletac1.1.csv
2023-12-14 16:14:27,CETELI_WIFI,26:A4:3C:D1:03:C8,-90,1,coletac1.1.csv
2023-12-14 16:14:27,TPV,50:D4:F7:2D:16:6C,-90,1,coletac1.1.csv
2023-12-14 16:14:39,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-74,1,coletac1.1.csv
2023-12-14 16:14:39,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-74,1,coletac1.1.csv
2023-12-14 16:14:39,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-75,1,coletac1.1.csv
2023-12-14 16:14:39,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-76,1,coletac1.1.csv
2023-12-14 16:14:39,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-79,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_WIFI,26:A4:3C:D1:00:24,-83,1,coletac1.1.csv
2023-12-14 16:14:39,VISITANTE_CETELI,36:A4:3C:D1:00:24,-84,1,coletac1.1.csv
2023-12-14 16:14:39,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-84,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_P&D,56:A4:3C:D1:00:24,-85,1,coletac1.1.csv
2023-12-14 16:14:39,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-86,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-86,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-87,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_WIFI,26:A4:3C:D1:03:C8,-88,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_P&D,56:A4:3C:D1:03:C8,-89,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_WIFI,26:A4:3C:D1:AC:68,-89,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_P&D,56:A4:3C:D1:AC:68,-91,1,coletac1.1.csv
2023-12-14 16:14:39,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-91,1,coletac1.1.csv
2023-12-14 16:14:39,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-91,1,coletac1.1.csv
2023-12-14 16:14:52,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-74,1,coletac1.1.csv
2023-12-14 16:14:52,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-75,1,coletac1.1.csv
2023-12-14 16:14:52,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-78,1,coletac1.1.csv
2023-12-14 16:14:52,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-78,1,coletac1.1.csv
2023-12-14 16:14:52,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-82,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_WIFI,26:A4:3C:D1:00:24,-82,1,coletac1.1.csv
2023-12-14 16:14:52,VISITANTE_CETELI,36:A4:3C:D1:00:24,-83,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_P&D,56:A4:3C:D1:00:24,-84,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-85,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_WIFI,26:A4:3C:D1:03:C8,-88,1,coletac1.1.csv
2023-12-14 16:14:52,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-88,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-89,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_P&D,56:A4:3C:D1:03:C8,-89,1,coletac1.1.csv
2023-12-14 16:14:52,TPV,50:D4:F7:2D:16:6C,-89,1,coletac1.1.csv
2023-12-14 16:14:52,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-89,1,coletac1.1.csv
2023-12-14 16:14:52,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-90,1,coletac1.1.csv
2023-12-14 16:14:52,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-91,1,coletac1.1.csv
2023-12-14 16:15:04,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-76,1,coletac1.1.csv
