Timestamp,SSID,BSSID,RSSI
2023-12-14 16:35:48,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-65
2023-12-14 16:35:48,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-74
2023-12-14 16:35:48,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-80
2023-12-14 16:35:48,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-80
2023-12-14 16:35:48,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-80
2023-12-14 16:35:48,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-81
2023-12-14 16:35:48,CETELI_WIFI,26:A4:3C:D1:03:C8,-82
2023-12-14 16:35:48,dlink-EAD4,10:BE:F5:23:EA:D4,-82
2023-12-14 16:35:48,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-83
2023-12-14 16:35:48,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-85
2023-12-14 16:35:48,CETELI_P&D,56:A4:3C:D1:03:C8,-86
2023-12-14 16:35:48,CETELI_WIFI,26:A4:3C:D1:00:24,-86
2023-12-14 16:35:48,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-86
2023-12-14 16:35:48,CETELI_P&D,56:A4:3C:D1:00:24,-88
2023-12-14 16:35:48,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-89
2023-12-14 16:35:48,TPV,50:D4:F7:2D:16:6C,-89
2023-12-14 16:35:48,VISITANTE_CETELI,36:A4:3C:D1:00:24,-89
2023-12-14 16:35:48,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-92
2023-12-14 16:36:00,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-68
2023-12-14 16:36:00,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-76
2023-12-14 16:36:00,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-81
2023-12-14 16:36:00,CETELI_WIFI,26:A4:3C:D1:03:C8,-82
2023-12-14 16:36:00,VISITANTE_CETELI,36:A4:3C:D1:00:24,-83
2023-12-14 16:36:00,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-83
2023-12-14 16:36:00,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-83
2023-12-14 16:36:00,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-83
2023-12-14 16:36:00,CETELI_P&D,56:A4:3C:D1:00:24,-84
2023-12-14 16:36:00,CETELI_WIFI,26:A4:3C:D1:00:24,-85
2023-12-14 16:36:01,Sala07_tplink2G,F4:F2:6D:B3:A0:F9,-86
2023-12-14 16:36:01,VISITANTE_CETELI,36:A4:3C:D1:03:C8,-88
2023-12-14 16:36:01,CETELI_P&D,56:A4:3C:D1:AC:68,-88
2023-12-14 16:36:01,CETELI_TREINAMENTOS,46:A4:3C:D1:03:C8,-88
2023-12-14 16:36:01,CETELI_P&D,56:A4:3C:D1:03:C8,-89
2023-12-14 16:36:01,CETELI_TREINAMENTOS,46:A4:3C:D1:AC:68,-89
2023-12-14 16:36:01,VISITANTE_CETELI,36:A4:3C:D1:AC:68,-90
2023-12-14 16:36:01,dlink-EAD4,10:BE:F5:23:EA:D4,-90
2023-12-14 16:36:13,WP3-CETELI-2-IA,C0:C9:E3:4C:23:C1,-65
2023-12-14 16:36:13,CETELI_TREINAMENTOS,46:A4:3C:D1:00:24,-74
2023-12-14 16:36:13,CETELI_P&D,56:A4:3C:D1:00:24,-75
2023-12-14 16:36:13,Project-CP-Lab-2_4GHz,B0:95:75:41:EB:69,-82
2023-12-14 16:36:13,LAB_IND-4.0,C0:C9:E3:4C:1F:DA,-83
2023-12-14 16:36:13,WP3-CETELI-3-IoT,28:EE:52:50:11:49,-83
2023-12-14 16:36:13,Lab_IoT_VISITANTE,2A:EE:52:50:11:49,-83
2023-12-14 16:36:13,CETELI_WIFI,26:A4:3C:D1:03:C8,-84
2023-12-14 16:36:13,CETELI_P&D,56:A4:3C:D1:03:C8,-84
2023-12-14 16:36:13,CETELI_WIFI,26:A4:3C:D1:00:24,-84
